,molecule_chembl_id,Ki,units,pKi,smiles
928,CHEMBL399621,1480.0,nM,5.83,OCc1cnn(-c2nc(Nc3ccncc3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
929,CHEMBL234136,1180.0,nM,5.93,OCc1cnn(-c2nc(Nc3ccccn3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
930,CHEMBL400013,2320.0,nM,5.63,Cc1ccc(Nc2nc(-n3cc(CO)cn3)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1
931,CHEMBL441145,630.0,nM,6.2,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(O)cc2)n(C)c1=O
932,CHEMBL239864,2890.0,nM,5.54,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O
933,CHEMBL239232,4560.0,nM,5.34,Cn1c(=O)c2c(nc3n2CCCN3CCc2c[nH]c3ccccc23)n(C)c1=O
934,CHEMBL236958,134.0,nM,6.87,Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
935,CHEMBL398788,120.1,nM,6.92,O=C(NCc1ccccc1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
936,CHEMBL235935,625.0,nM,6.2,O=C(Nc1cccc(Cl)c1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
937,CHEMBL235719,262.1,nM,6.58,COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)c(-c4ccccc4)nn23)cc1
938,CHEMBL235718,460.2,nM,6.34,O=C(Nc1ccccc1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
939,CHEMBL398787,4800.0,nM,5.32,O=C(c1ccccc1)N(C(=O)c1ccccc1)c1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
940,CHEMBL235294,1030.0,nM,5.99,O=C(Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12)c1ccccc1
941,CHEMBL392136,2.3,nM,8.64,Cc1ccc(-c2nn3c(N)nc4ccc(Cl)cc4n3c2=O)cc1
942,CHEMBL235076,67.5,nM,7.17,Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccc(Cl)cc3)nn12
943,CHEMBL394064,4.7,nM,8.33,Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccccc3)nn12
944,CHEMBL235075,9.0,nM,8.05,COc1ccc(-c2nn3c(N)nc4ccccc4n3c2=O)cc1
945,CHEMBL394063,50.6,nM,7.3,Cc1ccc(-c2nn3c(N)nc4ccccc4n3c2=O)cc1
946,CHEMBL397821,493.3,nM,6.31,Nc1nc2ccccc2n2c(=O)c(-c3ccc(Cl)cc3)nn12
947,CHEMBL235071,20.1,nM,7.7,Nc1nc2ccccc2n2c(=O)c(-c3ccc(F)cc3)nn12
948,CHEMBL240279,34700.0,nM,4.46,CC(C)(C)OC(=O)N1[C@H]2CC[C@H]1[C@H](Nc1ncnc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C2
949,CHEMBL391031,7800.0,nM,5.11,OC[C@H]1O[C@@H](n2cnc3c(NC4CC5CCC4N5)ncnc32)[C@H](O)[C@@H]1O
950,CHEMBL240065,5500.0,nM,5.26,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CC[Se]C4)ncnc32)[C@H](O)[C@@H]1O
951,CHEMBL391029,9700.0,nM,5.01,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCSC4)ncnc32)[C@H](O)[C@@H]1O
952,CHEMBL239817,1.6,nM,8.8,Nc1nc2c(cnn2CCN2CCN(c3ccccc3)CC2)c2nc(-c3ccco3)nn12
953,CHEMBL239809,1.1,nM,8.96,Nc1nc2c(cnn2CCN2CCN(c3c(F)cc(F)cc3F)CC2)c2nc(-c3ccco3)nn12
954,CHEMBL401242,0.6,nM,9.22,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3F)CC2)c2nc(-c3ccco3)nn12
955,CHEMBL241110,1.4,nM,8.85,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3)CC2)c2nc(-c3ccco3)nn12
956,CHEMBL241109,0.6,nM,9.22,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(-c3ccco3)nn12
957,CHEMBL400215,0.6,nM,9.22,Nc1nc2c(cnn2CCN2CCN(c3ccccc3F)CC2)c2nc(-c3ccco3)nn12
958,CHEMBL240213,0.5,nM,9.3,Nc1nc2c(cnn2CCN2CCN(c3ccc(Cl)cc3)CC2)c2nc(-c3ccco3)nn12
959,CHEMBL240212,1.0,nM,9.0,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3)CC2)c2nc(-c3ccco3)nn12
960,CHEMBL240211,2.1,nM,8.68,N#Cc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
961,CHEMBL400214,1.4,nM,8.85,CCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
962,CHEMBL240030,1.3,nM,8.89,Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12
963,CHEMBL240847,0.6,nM,9.22,Nc1nc2c(cnn2CCN2CCN(c3ccc(OCCOC4CC4)cc3)CC2)c2nc(-c3ccco3)nn12
964,CHEMBL240846,0.6,nM,9.22,COCCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
965,CHEMBL240647,2.2,nM,8.66,C[S+]([O-])COc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
966,CHEMBL392475,0.8,nM,9.1,CC(=O)COc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
967,CHEMBL240626,1.6,nM,8.8,COC(C)COc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
968,CHEMBL240625,0.6,nM,9.22,Nc1nc2c(cnn2CCN2CCN(c3ccc(OCCO)cc3)CC2)c2nc(-c3ccco3)nn12
969,CHEMBL393410,0.4,nM,9.4,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c(F)c1
970,CHEMBL240624,1.1,nM,8.96,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
971,CHEMBL238419,11300.0,nM,4.95,COc1ccccc1CN1CCCn2c1nc1c2c(=O)n(C)c(=O)n1C
972,CHEMBL399529,2.9,nM,8.54,Nc1cc(-n2cccn2)nc(-c2ccco2)n1
973,CHEMBL252345,1.6,nM,8.8,O=C(CN1CCOCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1
974,CHEMBL251975,2.7,nM,8.57,CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccco3)n2)CC1
975,CHEMBL399577,5.2,nM,8.28,CN(C)CC(=O)Nc1cc(-n2cccn2)nc(-c2ccco2)n1
976,CHEMBL252171,2.0,nM,8.7,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccco3)n2)n1
977,CHEMBL398272,0.9,nM,9.05,CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1
978,CHEMBL252198,4590.0,nM,5.34,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
979,CHEMBL392149,6390.0,nM,5.19,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@H](O)[C@@H]1O
980,CHEMBL254896,15900.0,nM,4.8,CNC(=S)OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)nc(Cl)nc32)[C@](C)(O)[C@@H]1O
981,CHEMBL399514,8760.0,nM,5.06,CNC(=S)OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@](C)(O)[C@@H]1O
982,CHEMBL254064,10400.0,nM,4.98,CNC(=O)OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@](C)(O)[C@@H]1O
983,CHEMBL251873,3800.0,nM,5.42,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O
984,CHEMBL253252,100.0,nM,7.0,O=c1[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c(=O)n1CC1CC1
985,CHEMBL404131,1730.0,nM,5.76,CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O
986,CHEMBL252069,2760.0,nM,5.56,O=c1[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c(=O)n1CC1CC1
987,CHEMBL251874,3400.0,nM,5.47,CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O
988,CHEMBL401321,0.6,nM,9.22,CC(=O)Nc1cc(-n2cccn2)nc(-c2ccco2)n1
989,CHEMBL255647,16.0,nM,7.8,Cc1ccc(-c2nc(NC(=O)CCc3ccccc3F)cc(-c3nccs3)n2)o1
990,CHEMBL404739,7.5,nM,8.12,Cc1ccc(-c2nc(NC(=O)COc3ccccc3F)cc(-c3nccs3)n2)o1
991,CHEMBL253528,0.7,nM,9.15,Cc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(C)n1
992,CHEMBL404864,3.7,nM,8.43,Cc1cc(C)nc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)n1
993,CHEMBL253317,0.3,nM,9.52,COc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)ccc1CN(C)C
994,CHEMBL429125,0.2,nM,9.7,COc1cc(CN(C)C)ccc1OCC(=O)Nc1cc(-n2nc(C)cc2C)nc(-c2ccc(C)o2)n1
995,CHEMBL404863,0.3,nM,9.52,Cc1cc(C)n(-c2cc(NC(=O)COc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1
996,CHEMBL256755,1.2,nM,8.92,Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CCN3CCOCC3)nc(-c3ccc(C)o3)n2)n1
997,CHEMBL402781,5.7,nM,8.24,COc1cccc(CN(C)C)c1OCC(=O)Nc1cc(-n2nc(C)cc2C)nc(-c2ccc(C)o2)n1
998,CHEMBL429850,0.9,nM,9.05,COc1ccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c(CN(C)C)c1
999,CHEMBL256548,1.0,nM,9.0,Cc1ccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c(CN(C)C)c1
1000,CHEMBL256547,1.0,nM,9.0,Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CN(C)C)nc(-c3ccc(C)o3)n2)n1
1001,CHEMBL256546,2.3,nM,8.64,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CCN4CCOCC4)c3)nc(-c3ccc(C)o3)n2)n1
1002,CHEMBL403846,0.5,nM,9.3,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CCN(C)C)c3)nc(-c3ccc(C)o3)n2)n1
1003,CHEMBL256327,1.4,nM,8.85,Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN4CCOCC4)c3)nc(-c3ccc(C)o3)n2)n1
1004,CHEMBL256332,0.5,nM,9.3,Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN4CCCC4)c3)nc(-c3ccc(C)o3)n2)n1
1005,CHEMBL256331,0.5,nM,9.3,Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1
1006,CHEMBL403845,0.7,nM,9.15,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN)c3)nc(-c3ccc(C)o3)n2)n1
1007,CHEMBL256125,1.2,nM,8.92,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN4CCOCC4)c3)nc(-c3ccc(C)o3)n2)n1
1008,CHEMBL256124,0.3,nM,9.52,CCN(C)Cc1cccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c1
1009,CHEMBL256123,0.3,nM,9.52,CCNCc1cccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c1
1010,CHEMBL401895,0.4,nM,9.4,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1
1011,CHEMBL255911,1.8,nM,8.74,N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1
1012,CHEMBL255699,3.6,nM,8.44,O=C(COc1cccc(F)c1)Nc1cc(-c2nccs2)nc(-c2ccccn2)n1
1013,CHEMBL255267,3.7,nM,8.43,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(F)c3)nc(-c3ccc(C)o3)n2)n1
1014,CHEMBL404744,36.0,nM,7.44,Cc1ccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccc(C)o3)n2)cc1
1015,CHEMBL255861,14.0,nM,7.85,Cc1ccc(-c2nc(NC(=O)COc3cccc(Cl)c3)cc(-c3nccs3)n2)o1
1016,CHEMBL255860,6.8,nM,8.17,Cc1ccc(-c2nc(NC(=O)COc3cccc(C#N)c3)cc(-c3nccs3)n2)o1
1017,CHEMBL255859,11.0,nM,7.96,Cc1ccc(-c2nc(NC(=O)COc3cccc(F)c3)cc(-c3nccs3)n2)o1
1018,CHEMBL255649,7.4,nM,8.13,Cc1ccc(-c2nc(NC(=O)COc3ccccc3)cc(-c3nccs3)n2)o1
1019,CHEMBL405696,893.0,nM,6.05,CN1C(=O)C2Nc3cccnc3C2N(C)C1=O
1020,CHEMBL270300,4190.0,nM,5.38,CN1C(=O)C2C(c3ccncc3N2C)N(C)C1=O
1021,CHEMBL272185,4920.0,nM,5.31,Oc1c(Br)cc2[nH]c3cnccc3c2c1Br
1022,CHEMBL407351,6940.0,nM,5.16,CN1C(=O)C2C(c3ncccc3N2C)N(C)C1=O
1023,CHEMBL408895,10100.0,nM,5.0,CN1C(=O)C2Nc3cnccc3C2N(C)C1=O
1024,CHEMBL428072,4.0,nM,8.4,COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1
1025,CHEMBL255951,0.8,nM,9.1,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(CN4CCOCC4)cc3)nc(-c3ccc(C)o3)n2)n1
1026,CHEMBL255739,0.2,nM,9.7,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1
1027,CHEMBL402398,2.0,nM,8.7,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(N(C)C)cc3)nc(-c3ccc(C)o3)n2)n1
1028,CHEMBL257417,5.0,nM,8.3,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(NS(C)(=O)=O)cc3)nc(-c3ccc(C)o3)n2)n1
1029,CHEMBL401865,3.0,nM,8.52,COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1C
1030,CHEMBL270880,3.0,nM,8.52,COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1F
1031,CHEMBL255569,5.0,nM,8.3,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(F)c(F)c3)nc(-c3ccc(C)o3)n2)n1
1032,CHEMBL271055,5.0,nM,8.3,Cc1cc(C)n(-c2cc(NC(=O)Cc3cc(F)cc(F)c3)nc(-c3ccc(C)o3)n2)n1
1033,CHEMBL257670,2.0,nM,8.7,COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(OC)c1
1034,CHEMBL404193,2.0,nM,8.7,COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1OC
1035,CHEMBL270654,1.0,nM,9.0,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1
1036,CHEMBL429420,3.0,nM,8.52,Cc1cc(C)cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)c1
1037,CHEMBL270655,1.0,nM,9.0,CCOc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1OC
1038,CHEMBL403525,1.0,nM,9.0,COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc(OC)c1
1039,CHEMBL256382,1.0,nM,9.0,COc1ccc(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)cc1
1040,CHEMBL402071,1.0,nM,9.0,COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1
1041,CHEMBL409700,6.0,nM,8.22,COc1ccc(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccc(C)o3)n2)cc1
1042,CHEMBL272924,10.0,nM,8.0,COc1ccc(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccc(C)o3)n2)cc1
1043,CHEMBL272174,1121.0,nM,5.95,CCCOc1cc(NC(C)=O)nc(SC)n1
1044,CHEMBL271106,4149.0,nM,5.38,CCCSc1nc(NC(C)=O)cc(OCc2ccccc2Cl)n1
1045,CHEMBL271753,71.0,nM,7.15,CCCOc1cc(NC(=O)CC)nc(SCCC)n1
1046,CHEMBL406727,398.0,nM,6.4,CCCOc1cc(NC(=O)CC)nc(SC)n1
1047,CHEMBL271202,9.0,nM,8.05,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3nccs3)n2)n1
1048,CHEMBL409711,25.5,nM,7.59,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccccn3)n2)n1
1049,CHEMBL409934,53.4,nM,7.27,CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccccn3)n2)CC1
1050,CHEMBL271377,17.0,nM,7.77,CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3nccs3)n2)CC1
1051,CHEMBL272889,190.0,nM,6.72,Cc1cc(C)n(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-c3ocnc3C)n2)n1
1052,CHEMBL407711,1000.0,nM,6.0,Cc1cc(C)n(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-c3cnco3)n2)n1
1053,CHEMBL270761,27.0,nM,7.57,Cc1cc(C)n(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-c3nccs3)n2)n1
1054,CHEMBL270715,131.0,nM,6.88,CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-n3cccn3)n2)CC1
1055,CHEMBL270136,24.0,nM,7.62,CN1CCN(CC(=O)Nc2cc(-c3ccccn3)nc(-c3cccs3)n2)CC1
1056,CHEMBL272669,51.0,nM,7.29,Cc1ccc(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-c3nccs3)n2)o1
1057,CHEMBL270467,12.0,nM,7.92,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1
1058,CHEMBL272825,14.0,nM,7.85,Cc1ccc(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-n3nccc3C)n2)o1
1059,CHEMBL409112,135.0,nM,6.87,Cc1ccc(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-n3cccn3)n2)o1
1060,CHEMBL270314,2.4,nM,8.62,Cc1cc(C)n(-c2cc(NC(=O)CCN3CC[C@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1061,CHEMBL410234,2.1,nM,8.68,Cc1cc(C)n(-c2cc(NC(=O)CCN(C)C)nc(-c3ccc(C)o3)n2)n1
1062,CHEMBL272637,2.1,nM,8.68,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1063,CHEMBL429761,11.0,nM,7.96,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1064,CHEMBL429575,4.4,nM,8.36,CCN(CC)[C@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1
1065,CHEMBL409229,2.5,nM,8.6,CCN[C@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1
1066,CHEMBL259038,3.8,nM,8.42,CCN[C@@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1
1067,CHEMBL409230,86.0,nM,7.07,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@H](OC(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1068,CHEMBL270355,4.0,nM,8.4,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1069,CHEMBL271606,3.7,nM,8.43,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1070,CHEMBL406397,8.6,nM,8.07,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCC3)nc(-c3ccc(C)o3)n2)n1
1071,CHEMBL272679,5.4,nM,8.27,Cc1cc(C)n(-c2cc(NC(=O)CC3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1
1072,CHEMBL271786,15.0,nM,7.82,COC1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)CC1
1073,CHEMBL406921,6.0,nM,8.22,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCOCC3)nc(-c3ccc(C)o3)n2)n1
1074,CHEMBL261176,5.7,nM,8.24,Cc1cc(C)n(-c2cc(NC(=O)CN3CCOCC3)nc(-c3ccc(C)o3)n2)n1
1075,CHEMBL261177,3.6,nM,8.44,CC(=O)N1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)CC1
1076,CHEMBL409459,2.9,nM,8.54,Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)CC3)nc(-c3ccc(C)o3)n2)n1
1077,CHEMBL409460,1.5,nM,8.82,Cc1cc(C)n(-c2cc(NC(=O)CN3CCC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1078,CHEMBL429428,10.0,nM,8.0,Cc1cc(C)n(-c2cc(NC(=O)CN3CCC[C@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1
1079,CHEMBL409419,10.0,nM,8.0,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)n1
1080,CHEMBL409420,11.0,nM,7.96,CCN1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)CC1
1081,CHEMBL261185,405.0,nM,6.39,Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1
1082,CHEMBL261667,158.0,nM,6.8,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C#N)c(-c3ccccc3)n2)cc1
1083,CHEMBL408911,300.0,nM,6.52,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C#N)c(-c3ccccc3)n2)cc1
1084,CHEMBL430230,32.9,nM,7.48,N#Cc1c(-c2ccccc2)nc(NC(=O)c2ccc(Cl)cc2)nc1-c1ccccc1
1085,CHEMBL261085,45.5,nM,7.34,N#Cc1c(-c2ccccc2)nc(NC(=O)C2CC2)nc1-c1ccccc1
1086,CHEMBL440416,35.3,nM,7.45,CC(C)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1
1087,CHEMBL258989,54.5,nM,7.26,CCC(CC)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1
1088,CHEMBL259075,48.2,nM,7.32,CCCC(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1
1089,CHEMBL259704,159.0,nM,6.8,N#Cc1c(-c2ccccc2)nc(NC(=O)C2CCCC2)nc1-c1ccccc1
1090,CHEMBL259933,21.3,nM,7.67,CCCC(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccc3c(c2)OCO3)n1
1091,CHEMBL259319,27.2,nM,7.57,N#Cc1c(-c2ccccc2)nc(NC(=O)C2CCCC2)nc1-c1ccc2c(c1)OCO2
1092,CHEMBL259607,5.2,nM,8.28,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccc2c(c1)OCO2
1093,CHEMBL259736,22.7,nM,7.64,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccccc1
1094,CHEMBL406714,381.0,nM,6.42,Nc1nc(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)n1
1095,CHEMBL405614,49.8,nM,7.3,N#Cc1c(NC(=O)C2CC2)nc(-c2ccccc2)nc1-c1ccccc1
1096,CHEMBL259532,69.5,nM,7.16,CCCC(=O)Nc1nc(-c2ccccc2)nc(-c2ccccc2)c1C#N
1097,CHEMBL260890,280.0,nM,6.55,N#Cc1c(NC(=O)C2CCCC2)nc(-c2ccccc2)nc1-c1ccccc1
1098,CHEMBL260615,19.0,nM,7.72,N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccccc1
1099,CHEMBL409125,69.2,nM,7.16,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CC1
1100,CHEMBL261198,574.0,nM,6.24,CCC(CC)C(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1
1101,CHEMBL409126,222.0,nM,6.65,CCCC(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1
1102,CHEMBL259392,339.0,nM,6.47,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CCCC1
1103,CHEMBL258834,557.0,nM,6.25,Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1
1104,CHEMBL406788,169.0,nM,6.77,Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1
1105,CHEMBL258924,44.3,nM,7.35,N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2
1106,CHEMBL410104,2050.0,nM,5.69,NNc1nc(OCCc2c[nH]c3cc(Br)ccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1107,CHEMBL261546,1150.0,nM,5.94,O=C(COc1ccc(Nc2nc(OCCc3c[nH]c4cc(Br)ccc34)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1)Nc1ccccc1
1108,CHEMBL408266,73.0,nM,7.14,CCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O
1109,CHEMBL261554,781.0,nM,6.11,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)nc2n(CC)c1=O
1110,CHEMBL407969,2370.0,nM,5.62,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5)on4)c3)nc2n(CC)c1=O
