,molecule_chembl_id,Ki,units,pKi,smiles,mols,maccs,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
542,CHEMBL376920,118.0,nM,6.93,Cc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0D850>,285.12659748000004,0.05263157894736842,3,2,3,3,22,2,62.699999999999996,0.7679526245698474,4.177900000000003,1.8873629176263176,0,0,0,2,1,3,0,0,0
543,CHEMBL220118,106.0,nM,6.97,N#Cc1c(-c2ccc(F)cc2)cc(C2CC2)nc1N,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0D8C0>,253.101525604,0.2,3,2,3,4,19,2,62.7,0.8933107849595359,3.21898,2.2246033702298877,1,0,1,1,1,2,1,0,1
544,CHEMBL220684,89.0,nM,7.05,N#Cc1c(-c2ccccc2Cl)cc(-c2ccccc2)nc1N,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0D930>,305.071975064,0.0,3,2,3,4,22,2,62.7,0.7566332907004669,4.5228800000000025,1.9637914890548878,0,0,0,2,1,3,0,0,0
545,CHEMBL412622,87.0,nM,7.06,N#Cc1c(-c2ccc(F)cc2)cc(-c2ccccc2)nc1N,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0D9A0>,289.101525604,0.0,3,2,3,4,22,2,62.7,0.7749586927593276,4.008580000000002,1.9085431374065394,0,0,0,2,1,3,0,0,0
546,CHEMBL374236,454.0,nM,6.34,Fc1ccc(CNc2nc(-c3ccc(Cl)cc3)cc(C(F)(F)F)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DA10>,381.065587944,0.1111111111111111,3,1,3,8,26,4,37.81,0.6004979875028721,5.567000000000003,2.0814391838788335,0,0,0,2,1,3,0,0,0
547,CHEMBL220287,290.0,nM,6.54,COc1cccc(-c2cc(C(F)(F)F)nc(NCc3ccc(F)cc3)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DA80>,377.11512498,0.15789473684210525,4,1,3,8,27,5,47.04,0.6412606198571339,4.922200000000003,2.1221658403805304,0,0,0,2,1,3,0,0,0
548,CHEMBL221220,287.0,nM,6.54,Fc1ccc(CNc2nc(-c3cccs3)cc(C(F)(F)F)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DAF0>,353.060981232,0.125,3,1,3,8,24,4,37.81,0.672754810674214,4.975100000000002,2.2414027134922794,0,0,0,1,2,3,0,0,0
549,CHEMBL221219,287.0,nM,6.54,Fc1ccc(CNc2nc(-c3ccccc3)cc(C(F)(F)F)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DB60>,347.10456029600005,0.1111111111111111,3,1,3,7,25,4,37.81,0.6813603029508484,4.913600000000002,2.013546794139806,0,0,0,2,1,3,0,0,0
550,CHEMBL221155,232.0,nM,6.63,N#Cc1c(N)nc2c(c1-c1ccc(F)cc1)CCC2,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DBD0>,253.101525604,0.2,3,2,3,4,19,1,62.7,0.8495470663381208,2.830280000000001,2.241484840960416,1,0,1,1,1,2,0,0,0
551,CHEMBL374938,192.0,nM,6.72,Oc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DC40>,287.105862036,0.0,4,2,4,4,22,2,61.800000000000004,0.5855451915458815,3.9975000000000023,2.201662292098,0,0,0,2,2,4,0,0,0
552,CHEMBL219160,194.0,nM,6.71,c1ccc(-c2cc(-c3ccccc3)c3nc(C4CCCCC4)[nH]c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DCB0>,353.18919773600004,0.25,3,1,5,3,27,3,41.57,0.466756028000205,6.339600000000004,2.242667842179902,1,0,1,2,2,4,1,0,1
553,CHEMBL220053,1055.0,nM,5.98,CC(C)(C)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DD20>,327.17354767200004,0.18181818181818182,3,1,4,3,25,2,41.57,0.5212499308609851,5.589400000000004,2.244251236176643,0,0,0,2,2,4,0,0,0
554,CHEMBL385109,247.0,nM,6.61,CCC(CC)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DD90>,341.18919773600004,0.21739130434782608,3,1,4,3,26,5,41.57,0.4696470904023565,6.195500000000005,2.3644639024191267,0,0,0,2,2,4,0,0,0
555,CHEMBL221486,189.0,nM,6.72,CC(C)Cc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DE00>,327.17354767200004,0.18181818181818182,3,1,4,3,25,4,41.57,0.5382364360866135,5.490400000000005,2.2236756829627335,0,0,0,2,2,4,0,0,0
556,CHEMBL221343,230.0,nM,6.64,CC(C)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DE70>,313.15789760800004,0.14285714285714285,3,1,4,3,24,3,41.57,0.5487925216390731,5.415300000000004,2.1896681886054026,0,0,0,2,2,4,0,0,0
557,CHEMBL376648,114.0,nM,6.94,CCCc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABC9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DEE0>,313.15789760800004,0.14285714285714285,3,1,4,3,24,4,41.57,0.5592215142866757,5.244400000000004,2.1384828581611988,0,0,0,2,2,4,0,0,0
558,CHEMBL222130,177.0,nM,6.75,CCc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DF50>,299.14224754400004,0.1,3,1,4,3,23,3,41.57,0.5870155444086271,4.854300000000004,2.1298194109828827,0,0,0,2,2,4,0,0,0
559,CHEMBL220587,375.0,nM,6.43,Cc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0DFC0>,285.12659748000004,0.05263157894736842,3,1,4,3,22,2,41.57,0.5844959212135299,4.600320000000003,2.0689990968317264,0,0,0,2,2,4,0,0,0
560,CHEMBL220535,39.0,nM,7.41,c1ccc(-c2cc(-c3ccccc3)c3nc[nH]c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E030>,271.11094741600004,0.0,3,1,4,3,21,2,41.57,0.5905275701471158,4.291900000000003,2.10446340065195,0,0,0,2,2,4,0,0,0
561,CHEMBL225287,13.3,nM,7.88,Nc1nc(OCCc2ccsc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E0A0>,393.11068970799994,0.4375,10,5,4,11,27,6,148.76999999999998,0.4427528026673123,-0.29700000000000043,3.8267421716379433,0,1,1,0,3,3,0,1,1
562,CHEMBL225233,10.9,nM,7.96,Nc1nc(OCCc2cccs2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E110>,393.11068970799994,0.4375,10,5,4,11,27,6,148.76999999999998,0.4427528026673123,-0.29700000000000043,3.7735333804291535,0,1,1,0,3,3,0,1,1
563,CHEMBL374760,16.1,nM,7.79,Nc1nc(OCCc2ccc3ccccc3c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E180>,437.16991883599997,0.3181818181818182,10,5,5,10,32,6,148.76999999999998,0.343438777106672,0.7946999999999993,3.6299459624464774,0,1,1,2,2,4,0,1,1
564,CHEMBL426928,56.8,nM,7.25,Nc1nc(OCCc2ccc(F)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCCF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E1F0>,405.1448469599999,0.3888888888888889,10,5,4,11,29,6,148.76999999999998,0.4365591905366436,-0.21940000000000032,3.6004858656112475,0,1,1,1,2,3,0,1,1
565,CHEMBL225593,69.3,nM,7.16,Nc1nc(OCCc2cccc(F)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E260>,405.1448469599999,0.3888888888888889,10,5,4,11,29,6,148.76999999999998,0.4365591905366436,-0.21940000000000032,3.646272732402993,0,1,1,1,2,3,0,1,1
566,CHEMBL225535,58.1,nM,7.24,Nc1nc(OCCc2ccccc2F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E2D0>,405.1448469599999,0.3888888888888889,10,5,4,11,29,6,148.76999999999998,0.4365591905366436,-0.21940000000000032,3.659495809326069,0,1,1,1,2,3,0,1,1
567,CHEMBL222392,413.0,nM,6.38,C[C@@H](CCOc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E340>,415.1855689,0.45,10,5,4,10,30,7,148.77000000000004,0.4348513220829784,0.5925999999999998,3.80548725725129,0,1,1,1,2,3,0,1,1
568,CHEMBL374685,9.3,nM,8.03,Nc1nc(OCCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E3B0>,387.1542687719999,0.3888888888888889,10,5,4,10,28,6,148.76999999999998,0.44472314249887956,-0.35850000000000054,3.5386975506663827,0,1,1,1,2,3,0,1,1
569,CHEMBL387354,579.0,nM,6.24,Nc1nc(OCCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E420>,393.2012189639999,0.7222222222222222,10,5,4,10,28,6,148.76999999999998,0.5457924839192725,0.36919999999999936,3.736102166050996,1,1,2,0,2,2,1,1,2
570,CHEMBL223846,360.0,nM,6.44,CCOc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABCF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E490>,311.122968644,0.5833333333333334,10,5,3,10,22,4,148.77000000000004,0.5243388282965818,-1.581299999999999,3.6632810681085077,0,1,1,0,2,2,0,1,1
571,CHEMBL221363,3870.0,nM,5.41,Nc1nc(OCCn2cnc3ccccc32)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E500>,427.16041677199996,0.3684210526315789,12,5,5,12,31,6,166.59,0.31335240635217343,-0.5513000000000006,3.7708345134090537,0,1,1,1,3,4,0,1,1
572,CHEMBL426565,489.0,nM,6.31,CC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E570>,289.1215121,0.05555555555555555,4,1,3,4,22,3,54.88,0.7982013162212954,3.769000000000002,1.7771454725713731,0,0,0,2,1,3,0,0,0
573,CHEMBL224835,228.0,nM,6.64,O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD0E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E5E0>,315.137162164,0.15,4,1,4,4,24,4,54.88,0.7862887504309454,4.159100000000002,1.8183914853087,1,0,1,2,1,3,1,0,1
574,CHEMBL222718,893.0,nM,6.05,CCC(=O)Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E650>,303.137162164,0.10526315789473684,4,1,3,4,23,4,54.88,0.7870928719599355,4.159100000000003,1.8096949968544305,0,0,0,2,1,3,0,0,0
575,CHEMBL222496,208.0,nM,6.68,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD1C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E6C0>,357.184112356,0.2608695652173913,4,1,4,4,27,4,54.88,0.6864905084643438,5.329400000000003,1.9223913464534075,1,0,1,2,1,3,1,0,1
576,CHEMBL375631,196.0,nM,6.71,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD230>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E730>,343.168462292,0.22727272727272727,4,1,4,4,26,4,54.88,0.7298535042642875,4.939300000000003,1.8962552636894365,1,0,1,2,1,3,1,0,1
577,CHEMBL223978,179.0,nM,6.75,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCC1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD2A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E7A0>,329.152812228,0.19047619047619047,4,1,4,4,25,4,54.88,0.763796147633653,4.549200000000003,1.8635751560923417,1,0,1,2,1,3,1,0,1
578,CHEMBL388113,189.0,nM,6.72,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD310>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E810>,315.137162164,0.15,4,1,4,4,24,4,54.88,0.7862887504309454,4.159100000000002,1.8304079688251846,1,0,1,2,1,3,1,0,1
579,CHEMBL223977,899.0,nM,6.05,CCC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E880>,331.168462292,0.19047619047619047,4,1,3,4,25,5,54.88,0.7307284711032147,4.795200000000004,2.356056230172925,0,0,0,2,1,3,0,0,0
580,CHEMBL390535,381.0,nM,6.42,CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD3F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E8F0>,345.184112356,0.22727272727272727,4,1,3,4,26,6,54.88,0.6690689593098378,5.185300000000004,2.0253808740790458,0,0,0,2,1,3,0,0,0
581,CHEMBL387322,157.0,nM,6.8,CC(C)CC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E960>,331.168462292,0.19047619047619047,4,1,3,4,25,5,54.88,0.7307284711032147,4.795200000000004,1.9088820054074098,0,0,0,2,1,3,0,0,0
582,CHEMBL222433,376.0,nM,6.42,CC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD4D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0E9D0>,317.152812228,0.15,4,1,3,4,24,4,54.88,0.7754267803167006,4.405100000000004,1.8589572187057364,0,0,0,2,1,3,0,0,0
583,CHEMBL222384,124.0,nM,6.91,CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD540>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EA40>,317.152812228,0.15,4,1,3,4,24,5,54.88,0.7508436828875631,4.5492000000000035,1.8371213754185884,0,0,0,2,1,3,0,0,0
584,CHEMBL222474,81.9,nM,7.09,CCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD5B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EAB0>,303.137162164,0.10526315789473684,4,1,3,4,23,4,54.88,0.7870928719599355,4.159100000000003,1.8192529761885297,0,0,0,2,1,3,0,0,0
585,CHEMBL388145,45.0,nM,7.35,CNc1nc(Cl)nc2c1ncn2[C@@H]1SC[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EB20>,301.04002330399993,0.5,7,3,3,9,19,2,96.09,0.6946280217534085,0.48859999999999976,4.023006609310985,0,1,1,0,2,2,0,1,1
586,CHEMBL437923,4020.0,nM,5.4,COc1ccc(Cl)cc1CNc1nc(Cl)nc2c1ncn2[C@@H]1SC[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD690>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EB90>,441.042915764,0.35294117647058826,8,3,4,11,28,5,105.32000000000001,0.5184744142535944,2.7210000000000005,3.760206286306638,0,1,1,1,2,3,0,1,1
587,CHEMBL227279,1600.0,nM,5.8,O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3ccccc3Cl)nc(Cl)nc21,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD700>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EC00>,411.03235108000007,0.3125,7,3,4,10,26,4,96.09,0.5673671537889357,2.7124000000000006,3.7262133859801327,0,1,1,1,2,3,0,1,1
588,CHEMBL388458,486.0,nM,6.31,COc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD770>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EC70>,290.116761068,0.058823529411764705,5,2,4,5,22,2,65.96000000000001,0.6155502461654344,3.1645000000000003,2.1808495591098342,0,0,0,2,2,4,0,0,0
589,CHEMBL106346,329.0,nM,6.48,Cc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD7E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0ECE0>,274.121846448,0.058823529411764705,4,2,4,4,21,1,56.730000000000004,0.5779787676875374,3.4643200000000007,2.124584604038727,0,0,0,2,2,4,0,0,0
590,CHEMBL242424,2860.0,nM,5.54,Cc1cccc(-n2cc3c(n2)c(NC(=O)c2ccccc2)nc2ccccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0ED50>,378.148061196,0.041666666666666664,5,1,5,5,29,3,59.81,0.473137883384431,5.134420000000003,2.1785447405257496,0,0,0,3,2,5,0,0,0
591,CHEMBL388459,1500.0,nM,5.82,CC(=O)Nc1nc2ccccc2c2cn(-c3ccc(C)cc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD8C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EDC0>,316.132411132,0.10526315789473684,5,1,4,5,24,2,59.81,0.6110160421119232,3.8405200000000015,2.2199565498094174,0,0,0,2,2,4,0,0,0
592,CHEMBL398588,2410.0,nM,5.62,CCOC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD930>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EE30>,475.18154613999997,0.55,14,4,5,14,34,7,178.89999999999998,0.3177458242644372,-0.6513999999999991,4.2710978911302675,0,2,2,0,3,3,0,2,2
593,CHEMBL232100,1410.0,nM,5.85,CCNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABD9A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EEA0>,474.19753055199993,0.55,14,5,5,14,34,7,181.7,0.2808599155396583,-1.0783999999999987,4.291424615951836,0,2,2,0,3,3,0,2,2
594,CHEMBL232099,726.0,nM,6.14,CNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDA10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EF10>,460.18188048799993,0.5263157894736842,14,5,5,14,33,6,181.7,0.28957447681120696,-1.468499999999999,4.303981892901495,0,2,2,0,3,3,0,2,2
595,CHEMBL429619,357.0,nM,6.45,OCc1cnn(-c2nc(Nc3ncc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDA80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EF80>,491.166564772,0.2727272727272727,14,5,6,14,36,6,189.38,0.21063281292517372,-0.19740000000000052,4.025901967538026,0,1,1,1,4,5,0,1,1
596,CHEMBL429073,1170.0,nM,5.93,OCc1cnn(-c2nc(Nc3cnccn3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDAF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0EFF0>,441.15091470799996,0.3333333333333333,14,5,5,14,32,6,189.38,0.23679518877693476,-1.3506000000000002,4.059092450740793,0,1,1,0,4,4,0,1,1
597,CHEMBL232096,239.0,nM,6.62,OCc1cnn(-c2nc(Nc3ccc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDB60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0F060>,490.17131580399996,0.2608695652173913,13,5,6,13,36,6,176.49,0.22269155141907726,0.40759999999999913,3.949705517833884,0,1,1,1,4,5,0,1,1
598,CHEMBL399621,1480.0,nM,5.83,OCc1cnn(-c2nc(Nc3ccncc3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDBD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0F0D0>,440.1556657399999,0.3157894736842105,13,5,5,13,32,6,176.49,0.2549548451861343,-0.7456000000000007,3.9501202099381167,0,1,1,0,4,4,0,1,1
599,CHEMBL234136,1180.0,nM,5.93,OCc1cnn(-c2nc(Nc3ccccn3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDC40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0F140>,440.1556657399999,0.3157894736842105,13,5,5,13,32,6,176.49,0.2549548451861343,-0.7456000000000007,3.940837266794304,0,1,1,0,4,4,0,1,1
600,CHEMBL400013,2320.0,nM,5.63,Cc1ccc(Nc2nc(-n3cc(CO)cn3)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDCB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0F1B0>,453.17606683599996,0.3333333333333333,12,5,5,12,33,6,163.6,0.2717686585265772,0.16781999999999925,3.8204824916637037,0,1,1,1,3,4,0,1,1
601,CHEMBL441145,630.0,nM,6.2,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(O)cc2)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EABDD20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB0F220>,355.164439532,0.3888888888888889,8,1,4,8,26,3,85.28999999999999,0.7433382460201526,0.5920999999999996,2.49410767702952,0,1,1,1,2,3,0,0,0
