,pKi,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
2463,4.54,0.5789473684210527,11,3,5,11,30,5,132.37,0.5328775015042427,0.1598399999999998,4.092679520747028,0,2,2,0,3,3,0,2,2
2464,5.03,0.6363636363636364,10,3,6,11,33,5,123.14,0.4818160010592505,2.21294,5.088673468455433,2,1,3,0,3,3,2,1,3
2465,4.71,0.6363636363636364,10,3,6,10,32,5,123.14,0.5473347784111293,1.5595399999999997,5.007240852993277,2,1,3,0,3,3,2,1,3
2466,4.99,0.6,10,3,5,11,31,5,123.14,0.5070558479188119,1.96694,3.913726856459261,1,1,2,0,3,3,1,1,2
2467,4.84,0.6,10,3,5,10,30,5,123.14,0.5721790905702726,1.3135399999999997,3.82531532675622,1,1,2,0,3,3,1,1,2
2468,5.82,0.1578947368421052,10,2,6,13,32,4,124.78,0.4566407846842749,3.5454000000000025,3.101998090663055,0,1,1,1,4,5,0,0,0
2469,7.4,0.1578947368421052,10,2,6,13,32,4,124.78,0.4566407846842749,3.5454000000000025,3.2060466113731145,0,1,1,1,4,5,0,0,0
2470,6.45,0.217391304347826,7,1,3,7,30,7,78.91000000000001,0.6239475820721166,4.408400000000003,2.290915241529401,0,0,0,2,1,3,0,0,0
2471,6.58,0.0,5,2,3,6,16,1,69.35,0.7418345370827307,2.334,2.94842773956238,0,0,0,0,3,3,0,0,0
2472,6.51,0.0,4,2,4,4,22,2,56.21,0.611717845724759,3.645500000000002,2.08116454061871,0,0,0,2,2,4,0,0,0
2473,6.28,0.0,5,2,4,5,21,2,69.35,0.6098952511745727,3.238500000000001,2.394639153930928,0,0,0,1,3,4,0,0,0
2474,6.07,0.0,6,2,4,6,20,2,82.49,0.602849424886739,2.831500000000001,2.743220619381008,0,0,0,0,4,4,0,0,0
2475,6.17,0.0588235294117647,7,2,4,7,24,2,92.94,0.5870866381499376,3.7234200000000017,2.306788847946061,0,0,0,1,3,4,0,0,0
2476,5.77,0.217391304347826,6,1,5,7,30,4,80.9,0.546284766762191,4.426540000000003,3.3887449103138323,1,0,1,1,3,4,1,0,1
2477,6.95,0.625,12,3,5,12,28,6,148.92000000000002,0.5119313531762621,-0.3535000000000002,4.066902358358689,1,1,2,0,3,3,1,1,2
2478,6.48,0.625,12,3,5,13,29,6,148.92000000000002,0.4740129851512384,0.2998999999999994,4.146340086999615,1,1,2,0,3,3,1,1,2
2479,6.47,0.4117647058823529,13,3,5,13,30,6,162.06,0.3907204044103183,0.0296999999999997,4.057257964471352,0,1,1,0,4,4,0,1,1
2480,6.18,0.4117647058823529,13,3,5,14,31,6,162.06,0.3560336154602202,0.6830999999999996,4.134910572181743,0,1,1,0,4,4,0,1,1
2481,7.01,0.4117647058823529,12,3,5,13,30,6,148.92000000000002,0.3953370221765115,0.4981999999999998,4.064352924683554,0,1,1,0,4,4,0,1,1
2482,6.54,0.4117647058823529,12,3,5,14,31,6,148.92000000000002,0.3552060936951802,1.1516,4.141846095085805,0,1,1,0,4,4,0,1,1
2483,7.13,0.3684210526315789,12,3,5,13,32,6,148.92000000000002,0.3876936872267698,0.5757999999999999,3.9451837550886175,0,1,1,1,3,4,0,1,1
2484,6.62,0.3684210526315789,12,3,5,14,33,6,148.92000000000002,0.3473558003278214,1.2291999999999998,4.024504095591691,0,1,1,1,3,4,0,1,1
2485,7.53,0.3684210526315789,12,3,5,13,32,6,148.92000000000002,0.3836603596201345,1.0900999999999998,3.940920042714037,0,1,1,1,3,4,0,1,1
2486,6.96,0.3684210526315789,12,3,5,14,33,6,148.92000000000002,0.3399691042231546,1.7434999999999996,4.020331100501675,0,1,1,1,3,4,0,1,1
2487,6.6,0.3684210526315789,12,3,5,14,33,6,148.92000000000002,0.3713207048176896,1.2292,4.033082818995947,0,1,1,1,3,4,0,1,1
2488,5.54,0.1538461538461538,4,0,3,5,18,2,47.78,0.7084845894961596,2.5399000000000003,2.441480810607299,0,0,0,0,3,3,0,0,0
2489,5.6,0.1818181818181818,4,0,3,6,17,2,47.78,0.7137229515093514,2.601400000000001,2.740351354211043,0,0,0,0,3,3,0,0,0
2490,5.47,0.0,4,1,3,6,15,1,58.64,0.7023943729975657,2.1081,2.8399026992234973,0,0,0,0,3,3,0,0,0
2491,5.5,0.25,3,0,3,4,20,3,34.89,0.7346365151468727,3.7073000000000023,2.3462485889137046,0,0,0,1,2,3,0,0,0
2492,5.79,0.0,4,0,4,4,19,2,43.58,0.5423186959175476,3.854300000000003,2.485882951621683,0,0,0,0,4,4,0,0,0
2493,6.38,0.0,4,2,4,4,21,2,56.46,0.6043208719258129,3.8435000000000015,2.363058756908597,0,0,0,1,3,4,0,0,0
2494,6.62,0.1052631578947368,5,0,4,5,24,4,48.900000000000006,0.5629970089892222,4.278500000000004,2.253856979814193,0,0,0,1,3,4,0,0,0
2495,6.93,0.1052631578947368,6,2,4,6,25,4,74.92,0.6127577766254659,3.860700000000002,2.454551236176643,0,0,0,1,3,4,0,0,0
2496,6.2,0.1176470588235294,5,2,3,6,23,5,73.8,0.7298311174841285,3.3184000000000022,2.2991656470997075,0,0,0,2,1,3,0,0,0
2497,6.6,0.1666666666666666,5,2,3,5,23,5,73.80000000000001,0.7354145156812273,2.9734200000000017,2.2701432694773303,0,0,0,2,1,3,0,0,0
2498,5.7,0.1176470588235294,5,2,3,5,22,5,73.8,0.7336395853295594,2.665000000000001,2.1639745591098336,0,0,0,2,1,3,0,0,0
2499,7.64,0.0625,6,3,3,6,22,4,85.83,0.7674593086956444,1.7795,2.052467587955988,0,0,0,2,1,3,0,0,0
2500,7.31,0.1176470588235294,6,2,3,6,23,4,83.03,0.7487606293596883,2.51492,2.220087325421387,0,0,0,2,1,3,0,0,0
2501,6.82,0.1176470588235294,6,2,3,6,23,4,83.03,0.7487606293596883,2.51492,2.1469481645822253,0,0,0,2,1,3,0,0,0
2502,6.28,0.0666666666666666,5,2,3,5,20,3,67.00999999999999,0.76641937970366,2.8238000000000003,1.9553921879643836,0,0,0,2,1,3,0,0,0
2503,7.0,0.0,4,2,3,5,19,2,57.78,0.7497210373039224,3.468600000000001,1.997220691776267,0,0,0,2,1,3,0,0,0
2504,5.92,0.1052631578947368,7,2,5,7,26,2,89.28,0.5731409083837036,3.839000000000001,2.9722896454032632,0,1,1,2,2,4,0,0,0
2505,7.72,0.1176470588235294,7,2,3,7,24,5,92.26,0.723464082011679,2.2151,2.1971404962977097,0,0,0,2,1,3,0,0,0
2506,7.51,0.0625,6,2,3,6,22,4,83.03,0.745814902356575,2.2065,2.0902416264175265,0,0,0,2,1,3,0,0,0
2507,5.57,0.0,4,2,3,4,18,2,57.78,0.7196242008644196,2.815200000000001,1.6533414056726112,0,0,0,2,1,3,0,0,0
2508,6.94,0.0555555555555555,5,3,4,6,24,4,76.72,0.591222746726751,3.947600000000001,2.1785469968394224,0,0,0,2,2,4,0,0,0
2509,8.33,0.1052631578947368,6,3,4,7,26,5,85.95,0.5581745526221356,3.9562000000000017,2.2783426473583965,0,0,0,2,2,4,0,0,0
2510,7.38,0.1052631578947368,6,3,4,7,26,5,85.95,0.5581745526221356,3.9562000000000017,2.270942242500096,0,0,0,2,2,4,0,0,0
2511,7.55,0.0625,5,3,4,7,23,4,76.72,0.5873212846975718,4.009100000000002,2.434135474331299,0,0,0,1,3,4,0,0,0
2512,6.39,0.1052631578947368,5,3,4,6,25,5,76.72,0.570702512794429,3.990100000000002,2.2117730656984733,0,0,0,2,2,4,0,0,0
2513,6.39,0.15,6,3,4,7,27,6,85.95,0.528177822912038,3.998700000000002,2.2638852607669406,0,0,0,2,2,4,0,0,0
2514,7.02,0.1052631578947368,6,4,4,7,26,5,96.95,0.5002101537529324,3.695700000000001,2.34257058258107,0,0,0,2,2,4,0,0,0
2515,7.1,0.1176470588235294,8,3,4,9,26,5,111.73,0.5551352777512358,2.7462,2.601045481366496,0,0,0,1,3,4,0,0,0
2516,6.01,0.1176470588235294,8,3,4,9,26,5,111.73,0.5551352777512358,2.7462,2.593645076508196,0,0,0,1,3,4,0,0,0
2517,6.66,0.0714285714285714,7,3,4,9,23,4,102.5,0.5881014226141158,2.7991,2.794803347634467,0,0,0,0,4,4,0,0,0
2518,6.22,0.0833333333333333,5,3,3,6,18,2,76.72,0.7377894675797454,2.7205200000000005,2.310014242559962,0,0,0,1,2,3,0,0,0
2519,6.27,0.1538461538461538,5,3,3,6,19,3,76.72,0.7653431046631611,2.5890200000000005,2.314413419048993,0,0,0,1,2,3,0,0,0
2520,6.87,0.2142857142857142,6,3,3,7,21,4,85.95,0.7700856454643479,2.59762,2.398769774278323,0,0,0,1,2,3,0,0,0
2521,6.67,0.2142857142857142,6,3,3,7,21,4,85.95,0.7700856454643479,2.59762,2.389395928124477,0,0,0,1,2,3,0,0,0
2522,6.5,0.1818181818181818,5,3,3,7,18,3,76.72,0.7693359563660698,2.650520000000001,2.6753130591280083,0,0,0,0,3,3,0,0,0
2523,7.11,0.2142857142857142,5,3,3,6,20,4,76.72,0.7702994617798118,2.631520000000001,2.332716591147406,0,0,0,1,2,3,0,0,0
2524,7.21,0.25,5,3,3,7,19,4,76.72,0.7725753965332811,2.6930200000000006,2.671004747720321,0,0,0,0,3,3,0,0,0
2525,6.27,0.3529411764705882,6,2,4,6,23,3,75.86,0.7772996461278575,3.0904000000000016,2.376271345878541,1,0,1,1,2,3,1,0,1
2526,5.75,0.3888888888888889,6,1,4,6,24,4,64.86,0.7970336623622805,3.393400000000001,2.277555661132876,1,0,1,1,2,3,1,0,1
2527,5.62,0.3529411764705882,5,1,4,6,23,3,55.63,0.8038055730472279,3.523900000000001,2.30794987630334,1,0,1,1,2,3,1,0,1
2528,5.74,0.3529411764705882,5,1,4,6,23,3,55.63,0.7884915608393269,4.038200000000002,2.3026139405972543,1,0,1,1,2,3,1,0,1
2529,6.57,0.3529411764705882,5,1,4,6,23,3,55.63,0.7884915608393269,4.038200000000002,2.3595567649370945,1,0,1,1,2,3,1,0,1
2530,5.51,0.3529411764705882,5,1,4,6,23,3,55.63,0.7884915608393269,4.0382000000000025,2.3429227810105733,1,0,1,1,2,3,1,0,1
2531,5.75,0.3888888888888889,5,1,4,5,23,3,55.63,0.8014725893514937,3.693220000000002,2.2880341472562677,1,0,1,1,2,3,1,0,1
2532,6.35,0.3888888888888889,5,1,4,5,23,3,55.63,0.8014725893514937,3.693220000000002,2.3445884526523635,1,0,1,1,2,3,1,0,1
2533,5.16,0.3888888888888889,5,1,4,5,23,3,55.63,0.8014725893514937,3.693220000000002,2.3353425284273364,1,0,1,1,2,3,1,0,1
2534,5.2,0.375,6,1,4,6,22,3,68.52000000000001,0.8041396405475105,2.7798000000000007,2.435998860145336,1,0,1,0,3,3,1,0,1
2535,5.97,0.45,5,1,4,5,25,5,55.63,0.7372981656466342,4.647900000000003,2.267144583369989,1,0,1,1,2,3,1,0,1
2536,6.42,0.0833333333333333,5,2,3,5,17,1,69.62,0.6827193496587776,1.6124999999999996,2.0996248235987984,0,0,0,1,2,3,0,0,0
2537,6.67,0.1538461538461538,5,2,3,5,18,2,69.62,0.7430550351829981,2.0954,2.093258029542211,0,0,0,1,2,3,0,0,0
2538,6.31,0.2142857142857142,5,2,3,5,19,3,69.62,0.7781463215612715,2.485499999999999,2.102134258209832,0,0,0,1,2,3,0,0,0
2539,6.52,0.3125,5,1,4,5,21,3,55.63,0.8004582866722912,2.9947000000000017,2.2434163820967346,1,0,1,1,2,3,1,0,1
2540,6.42,0.3529411764705882,5,1,4,5,22,4,55.63,0.7998718115489485,3.4776000000000007,2.2431810494944475,1,0,1,1,2,3,1,0,1
2541,6.44,0.3888888888888889,5,1,4,5,23,5,55.63,0.7772091611749495,3.867700000000002,2.2550389692998944,1,0,1,1,2,3,1,0,1
2542,6.3,0.3529411764705882,5,1,4,5,22,3,55.63,0.8039853218924632,3.384800000000002,2.2415903394352767,1,0,1,1,2,3,1,0,1
2543,6.48,0.3888888888888889,5,1,4,5,23,4,55.63,0.7947515819285254,3.867700000000002,2.24469769152587,1,0,1,1,2,3,1,0,1
2544,6.2,0.4210526315789473,5,1,4,5,24,5,55.63,0.7627187166650582,4.257800000000002,2.258965848410387,1,0,1,1,2,3,1,0,1
2545,5.74,0.3125,6,1,4,6,22,3,64.86,0.802451119085041,2.2311,2.867088203254044,0,1,1,1,2,3,0,1,1
2546,5.99,0.3529411764705882,6,1,4,6,23,4,64.86,0.8025160154184932,2.7140000000000004,2.860988771495002,0,1,1,1,2,3,0,1,1
2547,5.77,0.3888888888888889,6,1,4,6,24,5,64.86,0.781395784517048,3.1041000000000007,2.866828182601685,0,1,1,1,2,3,0,1,1
2548,6.28,0.3888888888888889,5,1,4,5,23,3,55.63,0.7999046878515358,3.7749000000000015,2.245514207362973,1,0,1,1,2,3,1,0,1
2549,6.51,0.4210526315789473,5,1,4,5,24,4,55.63,0.779934072984506,4.257800000000002,2.2510618397429987,1,0,1,1,2,3,1,0,1
2550,7.7,0.1666666666666666,7,3,4,8,26,5,99.09,0.5523925854185282,3.8576200000000016,2.5584965663867383,0,0,0,1,3,4,0,0,0
2551,9.62,0.125,7,3,4,8,24,5,102.75,0.5763665554352807,2.9781000000000013,2.649825220024688,0,0,0,0,4,4,0,0,0
2552,8.67,0.1333333333333333,7,3,4,8,23,5,103.0,0.5799587123034824,3.1761000000000017,2.749414433607317,0,0,0,0,4,4,0,0,0
2553,8.29,0.0714285714285714,8,3,4,9,23,4,115.64,0.5870832573349924,2.3306000000000004,2.816240451706866,0,0,0,0,4,4,0,0,0
2554,7.92,0.0666666666666666,7,3,4,8,23,4,102.75,0.5945974118951454,2.935600000000001,2.6411700897159154,0,0,0,0,4,4,0,0,0
2555,9.38,0.0666666666666666,7,3,4,8,23,4,102.75,0.5945974118951454,2.935600000000001,2.6407261983131995,0,0,0,0,4,4,0,0,0
2556,9.6,0.0714285714285714,6,3,4,8,22,4,89.86,0.5943538598489927,3.602100000000001,2.787488800973738,0,0,0,0,4,4,0,0,0
2557,6.84,0.1666666666666666,7,3,4,8,26,5,99.09,0.5523925854185282,3.8576200000000016,2.55099748946366,0,0,0,1,3,4,0,0,0
2558,7.47,0.1333333333333333,6,3,4,8,23,4,89.86,0.5837311774617754,3.9105200000000018,2.7513801862918577,0,0,0,0,4,4,0,0,0
2559,8.65,0.1176470588235294,6,3,4,8,25,5,85.95,0.5525539181682507,4.017700000000002,2.496674418473797,0,0,0,1,3,4,0,0,0
2560,7.66,0.1176470588235294,6,3,4,8,25,5,85.95,0.5525539181682507,4.017700000000001,2.4889698873884445,0,0,0,1,3,4,0,0,0
2561,8.0,0.0714285714285714,5,3,4,8,22,4,76.72,0.5828686432847364,4.0706000000000016,2.6951264341098344,0,0,0,0,4,4,0,0,0
2562,8.35,0.3478260869565217,13,2,6,13,36,6,137.76999999999998,0.3644224102950208,0.8457000000000018,2.990054150883422,0,1,1,0,5,5,0,1,1
2563,8.77,0.3478260869565217,12,2,6,12,35,5,128.54,0.3986798189100243,1.1455199999999996,2.934989005668232,0,1,1,0,5,5,0,1,1
2564,9.22,0.2916666666666667,12,2,6,12,36,5,139.44,0.3909922706050663,1.3137800000000008,2.9183190917118225,0,1,1,1,4,5,0,1,1
2565,9.0,0.3043478260869565,11,2,6,13,36,5,115.65,0.3920101427010358,1.7203000000000002,2.906259275258673,0,1,1,1,4,5,0,1,1
2566,6.51,0.2631578947368421,7,4,2,8,27,7,138.80999999999997,0.7027718207314179,2.68636,2.519814527326588,0,0,0,1,1,2,0,0,0
2567,6.24,0.1176470588235294,8,5,2,9,26,5,158.67999999999998,0.6776591056217667,1.6099599999999998,2.453549532800606,0,0,0,1,1,2,0,0,0
2568,6.12,0.238095238095238,7,3,4,8,29,7,124.4,0.5745701359767115,3.8783600000000025,2.7786439762014847,1,0,1,1,2,3,1,0,1
2569,6.37,0.217391304347826,6,2,4,7,30,7,108.61,0.5659274803135791,4.550260000000003,2.5470638359582267,1,0,1,1,2,3,1,0,1
2570,6.66,0.1578947368421052,7,3,3,8,27,6,124.39999999999998,0.6308538427727931,3.488260000000001,2.6843950927071525,0,0,0,1,2,3,0,0,0
2571,6.0,0.3333333333333333,6,1,4,6,24,4,71.51,0.7945252711188756,3.5122000000000027,2.1231838332424573,0,1,1,1,2,3,0,1,1
2572,7.52,0.1851851851851851,7,1,6,7,34,6,84.65,0.353189063277256,5.734700000000005,2.682825723039924,0,1,1,2,3,5,0,0,0
2573,7.05,0.2727272727272727,8,1,5,8,30,6,93.88,0.5160397695115687,4.008600000000003,2.6362520794106192,0,1,1,1,3,4,0,1,1
2574,7.01,0.3333333333333333,7,1,5,7,31,7,84.65,0.422558845806996,5.552400000000005,2.598549188552232,0,1,1,1,3,4,0,1,1
2575,7.09,0.3043478260869565,7,1,5,7,30,6,84.65,0.4767744344108693,5.1623000000000046,2.5853060119948896,0,1,1,1,3,4,0,1,1
2576,6.68,0.2727272727272727,7,1,5,7,29,5,84.65,0.5273521339725121,4.772200000000004,2.539641844598149,0,1,1,1,3,4,0,1,1
2577,4.87,0.0952380952380952,7,3,4,8,29,6,95.06,0.4668943034692507,4.202620000000002,2.5030804914934226,0,0,0,2,2,4,0,0,0
2578,5.09,0.05,6,3,4,8,28,5,85.83000000000001,0.4929597165326337,4.333120000000002,2.5252992754318946,0,0,0,2,2,4,0,0,0
2579,5.13,0.0,6,3,5,8,33,6,85.82999999999998,0.321276720939761,5.691700000000003,2.5309732569365817,0,0,0,3,2,5,0,0,0
2580,4.93,0.0909090909090909,8,3,4,10,32,6,106.14,0.4139772024933733,4.1137000000000015,2.746878665472858,0,0,0,2,2,4,0,0,0
2581,4.78,0.1304347826086956,8,3,4,12,35,6,106.14,0.3783832297206504,4.4791000000000025,2.86329709213112,0,0,0,2,2,4,0,0,0
2582,4.91,0.0952380952380952,6,3,4,8,29,5,85.83000000000001,0.470792946328015,4.641540000000003,2.560421206699461,0,0,0,2,2,4,0,0,0
2583,5.05,0.0384615384615384,7,3,5,8,34,7,95.06,0.3043294681770096,5.561200000000005,2.522916756758681,0,0,0,3,2,5,0,0,0
2584,4.89,0.05,6,3,4,9,29,5,85.83000000000001,0.4382098878343121,4.986520000000002,2.572333964673195,0,0,0,2,2,4,0,0,0
2585,4.99,0.0952380952380952,7,3,4,9,30,6,95.06,0.4165630793643871,4.856020000000004,2.5510117702947497,0,0,0,2,2,4,0,0,0
2586,4.47,0.2083333333333333,7,2,5,8,32,5,86.27,0.4682394190139315,3.9540200000000016,2.660715588549783,0,1,1,2,2,4,0,1,1
2587,4.95,0.05,6,3,4,8,28,5,85.83000000000001,0.4600894029847271,4.847420000000003,2.520830429278048,0,0,0,2,2,4,0,0,0
2588,6.97,0.75,6,1,6,6,26,5,72.68,0.8952115783037842,2.7840000000000007,4.939342542542837,4,0,4,0,2,2,4,0,4
2589,6.01,0.7727272727272727,6,1,6,6,28,7,72.68,0.7931394705597244,3.5642000000000023,4.882980826432068,4,0,4,0,2,2,4,0,4
2590,8.21,0.238095238095238,8,2,4,8,29,6,97.35,0.5247932358153865,3.177100000000001,2.722011538759409,0,0,0,1,3,4,0,0,0
2591,6.77,0.238095238095238,10,2,4,10,31,8,115.81,0.444773625016786,2.4157,2.581268958572148,0,0,0,1,3,4,0,0,0
2592,7.53,0.1578947368421052,8,2,4,8,27,6,97.35,0.5465947535208862,2.3985000000000003,2.466855854729939,0,0,0,1,3,4,0,0,0
2593,6.85,0.2,10,2,4,10,30,7,115.81,0.4788375038934707,2.3732000000000006,2.5489040864054537,0,0,0,1,3,4,0,0,0
2594,5.03,0.0833333333333333,8,2,5,8,32,6,97.35,0.4272712403587771,4.023000000000002,2.4590252448509293,0,0,0,2,3,5,0,0,0
2595,7.32,0.1111111111111111,8,2,4,9,27,5,97.35,0.563220970242731,2.4951000000000008,2.5068046600628726,0,0,0,1,3,4,0,0,0
2596,7.23,0.1111111111111111,8,2,4,9,27,5,97.35,0.5503435274892212,3.009400000000001,2.502221228110212,0,0,0,1,3,4,0,0,0
2597,5.53,0.1578947368421052,8,2,4,11,30,5,97.35,0.5178182421630547,3.3748000000000014,2.625792403778915,0,0,0,1,3,4,0,0,0
2598,7.09,0.1578947368421052,9,2,4,9,28,6,106.58,0.5303343842817434,2.3646000000000003,2.482600707055827,0,0,0,1,3,4,0,0,0
2599,7.0,0.1578947368421052,8,2,4,8,27,5,97.35,0.5664374166719289,2.6644200000000007,2.489697559471157,0,0,0,1,3,4,0,0,0
2600,7.21,0.0833333333333333,8,2,5,8,32,6,97.35,0.4284618642596426,3.945400000000002,2.544445703116068,0,0,0,2,3,5,0,0,0
2601,7.73,0.1111111111111111,8,2,4,8,26,5,97.35,0.5745363194051412,2.356,2.4421626878442275,0,0,0,1,3,4,0,0,0
2602,7.96,0.1578947368421052,8,1,4,8,27,5,94.55,0.5433882313147202,3.344000000000001,3.0629290327573813,0,0,0,1,3,4,0,0,0
2603,7.68,0.2,8,1,4,8,28,6,94.55,0.5149619922131833,3.345400000000001,2.5627733566284743,0,0,0,1,3,4,0,0,0
2604,7.15,0.1111111111111111,8,1,4,9,27,5,94.55,0.5420069877105089,2.9221000000000013,2.551696376039205,0,0,0,1,3,4,0,0,0
2605,7.49,0.1111111111111111,8,1,4,9,27,5,94.55,0.5420069877105089,2.9221000000000013,2.6023590979326965,0,0,0,1,3,4,0,0,0
2606,7.61,0.1111111111111111,8,1,4,9,27,5,94.55,0.4861313793247931,3.5455000000000023,2.6700082103587324,0,0,0,1,3,4,0,0,0
2607,7.14,0.1111111111111111,8,1,4,9,27,5,94.55,0.5272754488606248,3.4364000000000017,2.5471129440865425,0,0,0,1,3,4,0,0,0
2608,7.8,0.1111111111111111,8,1,4,9,27,5,94.55,0.5272754488606248,3.4364000000000017,2.597330103849856,0,0,0,1,3,4,0,0,0
2609,7.5,0.1111111111111111,8,1,4,9,27,5,94.55,0.5272754488606248,3.4364000000000017,2.5989206363942348,0,0,0,1,3,4,0,0,0
2610,6.71,0.1578947368421052,9,1,4,9,28,6,103.78,0.510161523852598,2.7916000000000007,2.525829766884886,0,0,0,1,3,4,0,0,0
2611,7.83,0.1578947368421052,9,1,4,9,28,6,103.78,0.510161523852598,2.7916000000000007,2.572775066030184,0,0,0,1,3,4,0,0,0
2612,7.88,0.1578947368421052,9,1,4,9,28,6,103.78,0.510161523852598,2.7916000000000007,2.5937460062011244,0,0,0,1,3,4,0,0,0
2613,7.21,0.1578947368421052,8,1,4,8,27,5,94.55,0.5444743739347088,3.091420000000001,2.534589275447489,0,0,0,1,3,4,0,0,0
2614,7.68,0.1578947368421052,8,1,4,8,27,5,94.55,0.5444743739347088,3.091420000000001,2.584162056512577,0,0,0,1,3,4,0,0,0
2615,7.43,0.1578947368421052,8,1,4,8,27,5,94.55,0.5444743739347088,3.091420000000001,2.596476257696009,0,0,0,1,3,4,0,0,0
2616,6.71,0.0833333333333333,8,1,5,8,32,6,94.55,0.4036836427213632,4.372400000000004,2.6156016769294883,0,0,0,2,3,5,0,0,0
2617,6.94,0.1111111111111111,8,1,4,8,26,5,94.55,0.5535954535876119,2.7830000000000004,2.488235764767305,0,0,0,1,3,4,0,0,0
2618,7.06,0.2857142857142857,8,1,3,8,22,4,94.55,0.7361854250859787,1.9912,2.729110702099909,0,0,0,0,3,3,0,0,0
2619,5.73,0.2857142857142857,8,0,3,8,22,5,91.75,0.6650468171695842,1.9597,2.60932115938456,0,0,0,0,3,3,0,0,0
2620,6.08,0.2857142857142857,9,3,3,9,23,6,120.57,0.6442792361938451,0.9316,2.6777677450018054,0,0,0,0,3,3,0,0,0
2621,5.81,0.3333333333333333,12,2,3,12,30,9,149.95,0.4759586591681159,0.6522000000000001,2.7109657974440733,0,0,0,0,3,3,0,0,0
2622,9.23,0.1,9,5,4,9,29,5,133.32999999999998,0.4726122343621066,1.4166999999999992,2.465956117072661,0,0,0,2,2,4,0,0,0
2623,7.83,0.1052631578947368,8,4,4,8,27,5,113.46,0.5556685160489473,1.4668999999999994,2.453589275447488,0,0,0,2,2,4,0,0,0
2624,7.58,0.0526315789473684,9,4,4,9,28,5,130.53000000000003,0.534099479144593,0.9934999999999992,2.43742639081651,0,0,0,2,2,4,0,0,0
2625,8.09,0.0526315789473684,8,2,4,8,27,4,111.23,0.5973901162675229,2.0317799999999995,2.527073299116129,0,0,0,2,2,4,0,0,0
2626,8.07,0.1904761904761904,7,3,4,7,28,2,98.44,0.5607932756058502,3.1325000000000007,2.6265223375620703,0,0,0,2,2,4,0,0,0
2627,8.6,0.1052631578947368,7,3,4,7,26,2,98.44,0.5802507783210495,2.45184,2.5866834409915835,0,0,0,2,2,4,0,0,0
2628,7.78,0.0555555555555555,8,3,4,8,26,3,107.67,0.5842856324816171,1.8435999999999992,2.5241363501705205,0,0,0,2,2,4,0,0,0
2629,6.85,0.3461538461538461,7,2,4,7,33,3,87.44,0.4924120498648791,4.733000000000003,2.8107795069365817,0,0,0,2,2,4,0,0,0
2630,9.77,0.15,7,2,4,7,27,3,87.44,0.6061728203160349,2.7548400000000006,2.560617054955429,0,0,0,2,2,4,0,0,0
2631,8.46,0.15,9,2,4,9,29,5,105.9,0.5536947040877037,2.1552,2.4998138896262905,0,0,0,2,2,4,0,0,0
2632,8.13,0.0555555555555555,8,2,5,8,26,2,96.67,0.5944143058340412,1.8581,2.5128254408806647,0,1,1,2,2,4,0,0,0
2633,8.24,0.1052631578947368,8,2,4,8,27,4,96.67,0.596686541470386,2.1465999999999994,2.3694310567431174,0,0,0,2,2,4,0,0,0
2634,8.62,0.1052631578947368,8,2,4,8,27,4,96.67,0.596686541470386,2.1465999999999994,2.4282214663335253,0,0,0,2,2,4,0,0,0
2635,6.37,0.0,7,1,5,8,28,4,94.05,0.4724996313856685,4.858600000000004,2.497109861622812,0,0,0,1,4,5,0,0,0
2636,5.94,0.0,6,1,5,7,29,4,80.91000000000001,0.4462179885674632,5.265600000000004,2.296562953721585,0,0,0,2,3,5,0,0,0
2637,5.4,0.0,6,1,5,7,29,4,80.91000000000001,0.4462179885674632,5.2656000000000045,2.29386939379314,0,0,0,2,3,5,0,0,0
2638,6.98,0.0,5,1,5,6,30,4,67.77000000000001,0.4158163729886271,5.6726000000000045,2.109228570335425,0,0,0,3,2,5,0,0,0
2639,5.71,0.0526315789473684,5,1,4,6,25,3,67.77000000000001,0.5999432189745133,4.314020000000002,2.113462195080752,0,0,0,2,2,4,0,0,0
2640,8.63,0.0714285714285714,6,2,4,7,21,2,90.97,0.6087361250463724,3.496920000000002,2.7215127250979965,0,0,0,0,4,4,0,0,0
2641,8.47,0.0,6,2,4,7,20,2,90.97,0.6075055202396314,3.1885000000000003,2.680966903605258,0,0,0,0,4,4,0,0,0
2642,8.79,0.0,6,3,4,7,22,2,98.06,0.589212068144322,3.301100000000001,2.548845712955988,0,0,0,1,3,4,0,0,0
2643,8.11,0.0,6,2,4,7,23,2,101.62,0.6067338796702872,3.467180000000001,2.5997668682666024,0,0,0,1,3,4,0,0,0
2644,8.72,0.0625,6,2,4,7,23,3,87.06,0.6192914819491612,3.6041000000000016,2.434232999150641,0,0,0,1,3,4,0,0,0
2645,7.95,0.0625,6,2,4,7,23,3,87.06,0.6192914819491612,3.6041000000000016,2.3801751346271054,0,0,0,1,3,4,0,0,0
2646,8.11,0.0625,6,3,4,7,23,3,98.06,0.600727243102823,3.0878000000000005,2.482293619127681,0,0,0,1,3,4,0,0,0
