,molecule_chembl_id,Ki,units,pKi,smiles,molecular_weight,n_hba,n_hbd,logp,passed
3089,CHEMBL4126651,23.0,nM,7.64,Nc1nn(-c2ccccc2)nc1C(=O)NCc1ccccc1,293.1276601,6,3,1.7795,True
3090,CHEMBL1411671,49.0,nM,7.31,Cc1ccccc1COC(=O)c1nn(-c2ccccc2)nc1N,308.12732575200005,6,2,2.5149199999999996,True
3091,CHEMBL1383610,150.0,nM,6.82,Cc1ccc(COC(=O)c2nn(-c3ccccc3)nc2N)cc1,308.127325752,6,2,2.51492,True
3092,CHEMBL4128696,530.0,nM,6.28,COc1cccc2nc(NC(=O)c3ccccc3)[nH]c12,267.100776656,5,2,2.8238000000000003,True
3093,CHEMBL4128848,99.0,nM,7.0,O=C(Nc1nc2cccc(Cl)c2[nH]1)c1ccccc1,271.05123962,4,2,3.4686000000000012,True
3094,CHEMBL4127454,1200.0,nM,5.92,C[C@@H]1Oc2ccc(Nc3ncnc4c3oc3ccccc34)cc2NC1=O,346.10659030799997,7,2,3.8390000000000013,True
3095,CHEMBL1561896,19.0,nM,7.72,COc1cccc(COC(=O)c2nn(-c3ccccc3)nc2N)c1,324.122240372,7,2,2.2150999999999996,True
3096,CHEMBL1384623,31.0,nM,7.51,Nc1nn(-c2ccccc2)nc1C(=O)OCc1ccccc1,294.111675688,6,2,2.2065,True
3097,CHEMBL210730,2700.0,nM,5.57,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,237.090211972,4,2,2.815200000000001,True
3098,CHEMBL4128138,116.0,nM,6.94,Nc1nc(NCc2ccccc2)nc2sc(-c3ccccc3)nc12,333.10481648000007,5,3,3.9476000000000013,True
3099,CHEMBL4127213,4.72,nM,8.33,COc1ccccc1CNc1nc(N)c2nc(-c3ccccc3)sc2n1,363.1153811640001,6,3,3.9562000000000017,True
3100,CHEMBL4128596,42.0,nM,7.38,COc1cccc(CNc2nc(N)c3nc(-c4ccccc4)sc3n2)c1,363.1153811640001,6,3,3.9562000000000017,True
3101,CHEMBL4125975,28.0,nM,7.55,Nc1nc(NCc2cccs2)nc2sc(-c3ccccc3)nc12,339.06123741600004,5,3,4.009100000000002,True
3102,CHEMBL4127351,406.0,nM,6.39,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccccc3)nc12,347.12046654400007,5,3,3.9901000000000026,True
3103,CHEMBL4129419,403.0,nM,6.39,COc1ccc(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)cc1,377.1310312280001,6,3,3.998700000000002,True
3104,CHEMBL4126116,96.0,nM,7.02,Nc1nc(NCCc2ccc(O)cc2)nc2sc(-c3ccccc3)nc12,363.11538116400004,6,4,3.6957000000000013,True
3105,CHEMBL4128190,79.0,nM,7.1,COc1ccccc1CNc1nc(N)c2nc(-c3cnccn3)sc2n1,365.10587910000004,8,3,2.7462,True
3106,CHEMBL4129565,973.0,nM,6.01,COc1cccc(CNc2nc(N)c3nc(-c4cnccn4)sc3n2)c1,365.10587910000004,8,3,2.7462,True
3107,CHEMBL4127472,219.0,nM,6.66,Nc1nc(NCc2cccs2)nc2sc(-c3cnccn3)nc12,341.0517353520001,7,3,2.7991,True
3108,CHEMBL4128862,608.0,nM,6.22,Cc1nc2c(N)nc(Nc3ccccc3)nc2s1,257.073516352,5,3,2.7205200000000005,True
3109,CHEMBL4130003,532.0,nM,6.27,Cc1nc2c(N)nc(NCc3ccccc3)nc2s1,271.089166416,5,3,2.5890200000000005,True
3110,CHEMBL4128638,135.0,nM,6.87,COc1ccccc1CNc1nc(N)c2nc(C)sc2n1,301.09973110000004,6,3,2.59762,True
3111,CHEMBL4128787,212.0,nM,6.67,COc1cccc(CNc2nc(N)c3nc(C)sc3n2)c1,301.09973110000004,6,3,2.59762,True
3112,CHEMBL4127395,313.0,nM,6.5,Cc1nc2c(N)nc(NCc3cccs3)nc2s1,277.04558735200004,5,3,2.650520000000001,True
3113,CHEMBL4127811,78.0,nM,7.11,Cc1nc2c(N)nc(NCCc3ccccc3)nc2s1,285.10481648,5,3,2.631520000000001,True
3114,CHEMBL4126427,61.0,nM,7.21,Cc1nc2c(N)nc(NCCc3cccs3)nc2s1,291.06123741600004,5,3,2.6930200000000006,True
3115,CHEMBL4174108,532.0,nM,6.27,Cn1c(-c2ccc(O)cc2)nc2c(NC3CCCC3)ncnc21,309.15896022800007,6,2,3.0904000000000016,True
3116,CHEMBL4169401,1790.0,nM,5.75,COc1ccc(-c2nc3c(NC4CCCC4)ncnc3n2C)cc1,323.174610292,6,1,3.3934000000000015,True
3117,CHEMBL4177249,2400.0,nM,5.62,Cn1c(-c2ccc(F)cc2)nc2c(NC3CCCC3)ncnc21,311.154623796,5,1,3.523900000000001,True
3118,CHEMBL4159137,1820.0,nM,5.74,Cn1c(-c2ccc(Cl)cc2)nc2c(NC3CCCC3)ncnc21,327.125073256,5,1,4.038200000000002,True
3119,CHEMBL4170180,267.0,nM,6.57,Cn1c(-c2cccc(Cl)c2)nc2c(NC3CCCC3)ncnc21,327.125073256,5,1,4.038200000000002,True
3120,CHEMBL4161796,3080.0,nM,5.51,Cn1c(-c2ccccc2Cl)nc2c(NC3CCCC3)ncnc21,327.125073256,5,1,4.0382000000000025,True
3121,CHEMBL4170460,1800.0,nM,5.75,Cc1ccc(-c2nc3c(NC4CCCC4)ncnc3n2C)cc1,307.179695672,5,1,3.693220000000002,True
3122,CHEMBL4170850,450.0,nM,6.35,Cc1cccc(-c2nc3c(NC4CCCC4)ncnc3n2C)c1,307.17969567200004,5,1,3.693220000000002,True
3123,CHEMBL4160242,6980.0,nM,5.16,Cc1ccccc1-c1nc2c(NC3CCCC3)ncnc2n1C,307.17969567200004,5,1,3.693220000000002,True
3124,CHEMBL4176479,6330.0,nM,5.2,Cn1c(-c2cccnc2)nc2c(NC3CCCC3)ncnc21,294.159294576,6,1,2.7798000000000007,True
3125,CHEMBL4163601,1060.0,nM,5.97,CCCn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21,335.2109958000001,5,1,4.647900000000003,True
3126,CHEMBL424597,381.0,nM,6.42,Cn1c(-c2ccccc2)nc2c(N)ncnc21,225.10144535199998,5,2,1.6124999999999996,True
3127,CHEMBL4173347,212.0,nM,6.67,CCn1c(-c2ccccc2)nc2c(N)ncnc21,239.11709541599998,5,2,2.0953999999999997,True
3128,CHEMBL4175631,492.0,nM,6.31,CCCn1c(-c2ccccc2)nc2c(N)ncnc21,253.13274547999998,5,2,2.485499999999999,True
3129,CHEMBL4165013,303.0,nM,6.52,Cn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,279.148395544,5,1,2.9947000000000017,True
3130,CHEMBL4171919,379.0,nM,6.42,CCn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,293.16404560800004,5,1,3.4776000000000007,True
3131,CHEMBL4164048,365.0,nM,6.44,CCCn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,307.17969567200004,5,1,3.867700000000002,True
3132,CHEMBL4175366,498.0,nM,6.3,Cn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,293.16404560800004,5,1,3.384800000000002,True
3133,CHEMBL4167491,334.0,nM,6.48,CCn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,307.17969567200004,5,1,3.867700000000002,True
3134,CHEMBL4160264,634.0,nM,6.2,CCCn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,321.19534573600004,5,1,4.257800000000002,True
3135,CHEMBL4170873,1830.0,nM,5.74,Cn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21,295.143310164,6,1,2.2310999999999996,True
3136,CHEMBL4163630,1020.0,nM,5.99,CCn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21,309.15896022800007,6,1,2.7140000000000004,True
3137,CHEMBL4174308,1700.0,nM,5.77,CCCn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21,323.17461029200007,6,1,3.1041000000000007,True
3138,CHEMBL4167077,527.0,nM,6.28,Cn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21,307.17969567200004,5,1,3.7749000000000015,True
3139,CHEMBL4159165,307.0,nM,6.51,CCn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21,321.19534573600004,5,1,4.257800000000002,True
3140,CHEMBL4168980,20.0,nM,7.7,COc1ccccc1CNc1nc(N)c2nc(-c3ccc(C)o3)sc2n1,367.110295784,7,3,3.8576200000000016,True
3141,CHEMBL4162638,0.24,nM,9.62,Nc1nc(NCCc2cccnc2)nc2sc(-c3ccco3)nc12,338.094980068,7,3,2.9781000000000013,True
3142,CHEMBL4167557,2.15,nM,8.67,Nc1nc(NCCc2ccco2)nc2sc(-c3ccco3)nc12,327.078995656,7,3,3.1761000000000017,True
3143,CHEMBL4172818,5.14,nM,8.29,Nc1nc(NCc2cnccn2)nc2sc(-c3ccco3)nc12,325.074578972,8,3,2.3306000000000004,True
3144,CHEMBL4175676,12.0,nM,7.92,Nc1nc(NCc2ccncc2)nc2sc(-c3ccco3)nc12,324.079330004,7,3,2.935600000000001,True
3145,CHEMBL4167813,0.42,nM,9.38,Nc1nc(NCc2ccccn2)nc2sc(-c3ccco3)nc12,324.079330004,7,3,2.935600000000001,True
3146,CHEMBL4159215,0.25,nM,9.6,Nc1nc(NCc2ccsc2)nc2sc(-c3ccco3)nc12,329.040501972,6,3,3.602100000000001,True
3147,CHEMBL4165484,144.0,nM,6.84,COc1cccc(CNc2nc(N)c3nc(-c4ccc(C)o4)sc3n2)c1,367.110295784,7,3,3.8576200000000016,True
3148,CHEMBL4172715,34.0,nM,7.47,Cc1ccc(-c2nc3c(N)nc(NCc4cccs4)nc3s2)o1,343.056152036,6,3,3.9105200000000018,True
3149,CHEMBL4162037,2.24,nM,8.65,COc1ccccc1CNc1nc(N)c2nc(-c3cccs3)sc2n1,369.0718021000001,6,3,4.017700000000002,True
3150,CHEMBL4175878,22.0,nM,7.66,COc1cccc(CNc2nc(N)c3nc(-c4cccs4)sc3n2)c1,369.0718021,6,3,4.017700000000001,True
3151,CHEMBL4168016,10.1,nM,8.0,Nc1nc(NCc2cccs2)nc2sc(-c3cccs3)nc12,345.017658352,5,3,4.0706000000000016,True
3152,CHEMBL4207902,4.5,nM,8.35,COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cn1,490.2189346920001,13,2,0.8457000000000018,True
3153,CHEMBL4217235,1.7,nM,8.77,Cc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)nc1,474.2240200720001,12,2,1.1455199999999996,True
3154,CHEMBL4212278,0.6,nM,9.22,Cn1c(=O)n(CCN2CCN(c3ccc(C#N)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,484.2083700080001,12,2,1.3137800000000008,True
3155,CHEMBL4217248,1.0,nM,9.0,Cn1c(=O)n(CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,495.19427741600015,11,2,1.7203000000000002,True
3156,CHEMBL4218105,1.4,nM,8.85,Cc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,473.2287711040001,11,2,1.7505199999999994,True
3157,CHEMBL4213177,1.0,nM,9.0,COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,489.2236857240001,12,2,1.450700000000001,True
3158,CHEMBL4215145,307.0,nM,6.51,CC(C)COc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,381.125945848,7,4,2.6863599999999996,True
3159,CHEMBL4207286,572.0,nM,6.24,CC(=O)Nc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,366.089894688,8,5,1.6099599999999998,True
3160,CHEMBL4216880,764.0,nM,6.12,N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccc(OCC2CC2)cc1,402.1262801959999,7,3,3.8783600000000025,True
3161,CHEMBL4206232,424.0,nM,6.37,N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccc(OCC2CC2)cc1,413.131031228,6,2,4.550260000000003,True
3162,CHEMBL4210592,221.0,nM,6.66,CCOc1ccc(-c2c(C#N)c(N)nc(SCc3ncc[nH]3)c2C#N)cc1,376.11063013200004,7,3,3.4882600000000012,True
3163,CHEMBL4277743,90.0,nM,7.05,COc1ccc(-c2cc(N)cc3nc(-c4ccco4)oc23)cc1OC,336.111006992,6,2,4.354200000000002,True
3164,CHEMBL4291801,135.0,nM,6.87,Nc1cc(-c2ccccn2)c2oc(-c3ccco3)nc2c1,277.085126592,5,2,3.732000000000002,True
3165,CHEMBL4281181,202.0,nM,6.7,Nc1cc(-c2ccccc2)c2oc(-c3ccco3)nc2c1,276.089877624,4,2,4.337000000000002,True
3166,CHEMBL4295251,71.0,nM,7.15,Nc1cc(-c2cccs2)c2oc(-c3ccco3)nc2c1,282.04629856,4,2,4.398500000000002,True
3167,CHEMBL4284595,40.0,nM,7.4,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,266.06914218000003,5,2,3.9300000000000015,True
3168,CHEMBL4280070,1000.0,nM,6.0,O=C(CN1CCCCC1)Nc1ccc2oc(-c3ccco3)nc2c1,325.142641468,6,1,3.5122000000000027,True
3169,CHEMBL4287973,10000.0,nM,5.0,Nc1ccc2oc(-c3ccco3)nc2c1,200.058577496,4,2,2.670000000000001,True
3170,CHEMBL4284097,480.0,nM,6.32,Nc1cc(NC(=O)CN2CCCCC2)cc2nc(-c3ccco3)oc12,340.15354049999996,7,3,3.094400000000001,True
3171,CHEMBL4293876,30.0,nM,7.52,O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,453.16885621599994,7,1,5.734700000000005,True
3172,CHEMBL4285978,90.0,nM,7.05,O=C(CCN1CCOCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,407.148120772,8,1,4.008600000000003,True
3173,CHEMBL4290475,98.0,nM,7.01,O=C(CCCN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,419.18450628,7,1,5.552400000000005,True
3174,CHEMBL4282599,81.0,nM,7.09,O=C(CCN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,405.168856216,7,1,5.1623000000000046,True
3175,CHEMBL4287056,210.0,nM,6.68,O=C(CN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,391.15320615200005,7,1,4.772200000000004,True
3176,CHEMBL4283113,438.0,nM,6.36,Nc1cc(-c2ccc(F)cc2)c2oc(-c3ccco3)nc2c1,294.080455812,4,2,4.4761000000000015,True
3177,CHEMBL4283578,13400.0,nM,4.87,COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3C)cnc2N)cc1,405.12594584800013,7,3,4.202620000000002,True
3178,CHEMBL4291428,8040.0,nM,5.09,Cc1nc(Nc2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(F)cc1,393.105959352,6,3,4.333120000000002,True
3179,CHEMBL4280129,7410.0,nM,5.13,Nc1ncc(C(=O)c2sc(Nc3ccccc3)nc2-c2ccccc2)n1-c1ccc(F)cc1,455.121609416,6,3,5.691700000000003,True
3180,CHEMBL4288023,11800.0,nM,4.93,CN(C)c1nc(NC(=O)c2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(Cl)cc1,466.0978725280001,8,3,4.1137000000000015,True
3181,CHEMBL4290353,16700.0,nM,4.78,CN(C)c1nc(NC(=O)c2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(C(F)(F)F)cc1,500.1242295080001,8,3,4.4791000000000025,True
3182,CHEMBL4279688,12400.0,nM,4.91,Cc1ccc(Nc2nc(C)c(C(=O)c3cnc(N)n3-c3ccc(F)cc3)s2)cc1,407.121609416,6,3,4.641540000000003,True
3183,CHEMBL4286941,8840.0,nM,5.05,COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3-c3ccccc3)cnc2N)cc1,467.1415959120001,7,3,5.561200000000005,True
3184,CHEMBL4288432,13000.0,nM,4.89,Cc1nc(Nc2ccc(Cl)cc2)sc1C(=O)c1cnc(N)n1-c1ccc(F)cc1,427.0669870000001,6,3,4.986520000000002,True
3185,CHEMBL4277784,10300.0,nM,4.99,COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1,439.08697349600004,7,3,4.8560200000000036,True
3186,CHEMBL4276937,34000.0,nM,4.47,Cc1ccc(-n2c(C(=O)c3sc(N4CCOCC4)nc3-c3ccccc3)cnc2N)cc1,445.15724597600007,7,2,3.9540200000000016,True
3187,CHEMBL4287579,11200.0,nM,4.95,Cc1nc(Nc2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(Cl)cc1,409.076408812,6,3,4.847420000000003,True
3188,CHEMBL52333,108.0,nM,6.97,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,356.221226136,6,1,2.7840000000000007,True
3189,CHEMBL320872,980.0,nM,6.01,CCCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCCC)c1=O,384.252526264,6,1,3.5642000000000023,True
3190,CHEMBL4290429,9.29,nM,8.03,NCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,489.2236857240001,12,5,1.7928000000000004,True
3191,CHEMBL4284249,6.12,nM,8.21,CNc1ncc(C(=O)NC(C)(C)Cc2ccccc2)c2nc(-c3ccco3)nn12,390.18042394400004,8,2,3.177100000000001,True
3192,CHEMBL4276999,169.0,nM,6.77,CNc1ncc(C(=O)NCCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,422.17025318400005,10,2,2.4157,True
3193,CHEMBL4287636,29.7,nM,7.53,CNc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,362.14912381600004,8,2,2.3985000000000003,True
3194,CHEMBL4285036,141.0,nM,6.85,CNc1ncc(C(=O)NCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,408.15460312000005,10,2,2.3732000000000006,True
3195,CHEMBL4285947,9390.0,nM,5.03,CNc1ncc(C(=O)NCc2ccc(-c3ccccc3)cc2)c2nc(-c3ccco3)nn12,424.16477388000004,8,2,4.023000000000002,True
3196,CHEMBL4279509,47.6,nM,7.32,CNc1ncc(C(=O)NCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,366.1240519400001,8,2,2.4951000000000008,True
3197,CHEMBL4287429,59.4,nM,7.23,CNc1ncc(C(=O)NCc2ccc(Cl)cc2)c2nc(-c3ccco3)nn12,382.09450140000007,8,2,3.009400000000001,True
3198,CHEMBL4292012,2950.0,nM,5.53,CNc1ncc(C(=O)NCc2ccc(C(F)(F)F)cc2)c2nc(-c3ccco3)nn12,416.1208583800001,8,2,3.3748000000000014,True
3199,CHEMBL4283826,81.3,nM,7.09,CNc1ncc(C(=O)NCc2ccc(OC)cc2)c2nc(-c3ccco3)nn12,378.144038436,9,2,2.3646000000000003,True
3200,CHEMBL4286354,100.0,nM,7.0,CNc1ncc(C(=O)NCc2ccc(C)cc2)c2nc(-c3ccco3)nn12,362.14912381600004,8,2,2.6644200000000007,True
3201,CHEMBL4294246,61.6,nM,7.21,CNc1ncc(C(=O)NC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12,424.16477388000004,8,2,3.945400000000002,True
3202,CHEMBL4282986,18.6,nM,7.73,CNc1ncc(C(=O)NCc2ccccc2)c2nc(-c3ccco3)nn12,348.13347375200004,8,2,2.356,True
3203,CHEMBL4290842,11.0,nM,7.96,CNc1ncc(C(=O)OC(C)c2ccccc2)c2nc(-c3ccco3)nn12,363.133139404,8,1,3.344000000000001,True
3204,CHEMBL4294479,21.0,nM,7.68,CCc1ccc(COC(=O)c2cnc(NC)n3nc(-c4ccco4)nc23)cc1,377.148789468,8,1,3.3454000000000015,True
3205,CHEMBL4284127,71.5,nM,7.15,CNc1ncc(C(=O)OCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,367.108067528,8,1,2.9221000000000013,True
3206,CHEMBL4292571,32.5,nM,7.49,CNc1ncc(C(=O)OCc2cccc(F)c2)c2nc(-c3ccco3)nn12,367.108067528,8,1,2.9221000000000013,True
3207,CHEMBL4283359,24.3,nM,7.61,CNc1ncc(C(=O)OCc2ccccc2Br)c2nc(-c3ccco3)nn12,427.0280014080001,8,1,3.5455000000000023,True
3208,CHEMBL4285236,71.9,nM,7.14,CNc1ncc(C(=O)OCc2ccc(Cl)cc2)c2nc(-c3ccco3)nn12,383.07851698800005,8,1,3.4364000000000017,True
3209,CHEMBL4279340,15.7,nM,7.8,CNc1ncc(C(=O)OCc2cccc(Cl)c2)c2nc(-c3ccco3)nn12,383.07851698800005,8,1,3.4364000000000017,True
3210,CHEMBL4288178,32.0,nM,7.5,CNc1ncc(C(=O)OCc2ccccc2Cl)c2nc(-c3ccco3)nn12,383.07851698800005,8,1,3.4364000000000017,True
3211,CHEMBL4278397,194.0,nM,6.71,CNc1ncc(C(=O)OCc2ccc(OC)cc2)c2nc(-c3ccco3)nn12,379.12805402400005,9,1,2.7916000000000007,True
3212,CHEMBL4278340,14.9,nM,7.83,CNc1ncc(C(=O)OCc2cccc(OC)c2)c2nc(-c3ccco3)nn12,379.12805402400005,9,1,2.7916000000000007,True
3213,CHEMBL4295054,13.2,nM,7.88,CNc1ncc(C(=O)OCc2ccccc2OC)c2nc(-c3ccco3)nn12,379.12805402400005,9,1,2.7916000000000007,True
3214,CHEMBL4278675,62.2,nM,7.21,CNc1ncc(C(=O)OCc2ccc(C)cc2)c2nc(-c3ccco3)nn12,363.133139404,8,1,3.091420000000001,True
3215,CHEMBL4286593,21.0,nM,7.68,CNc1ncc(C(=O)OCc2cccc(C)c2)c2nc(-c3ccco3)nn12,363.133139404,8,1,3.091420000000001,True
3216,CHEMBL4282137,37.2,nM,7.43,CNc1ncc(C(=O)OCc2ccccc2C)c2nc(-c3ccco3)nn12,363.133139404,8,1,3.091420000000001,True
3217,CHEMBL4290021,197.0,nM,6.71,CNc1ncc(C(=O)OC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12,425.1487894680001,8,1,4.372400000000004,True
3218,CHEMBL4285563,114.0,nM,6.94,CNc1ncc(C(=O)OCc2ccccc2)c2nc(-c3ccco3)nn12,349.11748934,8,1,2.7830000000000004,True
3219,CHEMBL4293398,86.5,nM,7.06,CNc1ncc(C(=O)OC(C)C)c2nc(-c3ccco3)nn12,301.1174893400001,8,1,1.9911999999999999,True
3220,CHEMBL4288430,1860.0,nM,5.73,CCOC(=O)c1cnc(OCC)n2nc(-c3ccco3)nc12,302.101504928,8,0,1.9596999999999998,True
3221,CHEMBL4283491,22600.0,nM,4.65,CC(C)(C)OC(=O)NCCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,388.14951774,11,3,2.0191,True
3222,CHEMBL4285888,63.1,nM,7.2,CCOC(=O)c1cnc(NN)n2nc(-c3ccco3)nc12,288.097088244,9,3,0.8465999999999998,True
3223,CHEMBL4281640,829.0,nM,6.08,CCOC(=O)c1cnc(NCCN)n2nc(-c3ccco3)nc12,316.128388372,9,3,0.9316,True
3224,CHEMBL4279573,827.0,nM,6.08,CCOC(=O)c1cnc(NNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12,388.14951774,11,2,2.4126000000000003,True
3225,CHEMBL4294681,376.0,nM,6.42,CCOC(=O)c1cnc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12,416.1808178680001,11,2,2.4976000000000003,True
3226,CHEMBL4285374,41.8,nM,7.38,CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,364.128388372,9,2,3.000000000000001,True
3227,CHEMBL4277424,1540.0,nM,5.81,CCOC(=O)CNC(=O)c1cnc(NCC(=O)OCC)n2nc(-c3ccco3)nc12,416.14443236000005,12,2,0.6522000000000001,True
3228,CHEMBL4280829,342.0,nM,6.47,CNc1ncc(C(=O)NNc2ccccc2)c2nc(-c3ccco3)nn12,349.12872272000004,9,3,2.1829,True
3229,CHEMBL4292148,38.2,nM,7.42,CNc1ncc(C(=O)NCCOc2ccccc2)c2nc(-c3ccco3)nn12,378.144038436,9,2,2.2348,True
3230,CHEMBL4452288,36.4,nM,7.44,Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,577.192979852,10,4,4.288300000000003,True
3231,CHEMBL4442908,0.59,nM,9.23,NCCC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,389.1600228480001,9,5,1.4166999999999992,True
3232,CHEMBL4452162,1.8,nM,8.74,C=CC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,372.13347375200004,8,3,2.2539,True
3233,CHEMBL4524485,5.0,nM,8.3,Nc1nc(-c2ccc(NC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,506.15586607200004,8,3,4.782000000000004,True
3234,CHEMBL4447993,2.4,nM,8.62,Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,550.1820808200001,9,3,4.338500000000004,True
3235,CHEMBL4466404,14.9,nM,7.83,NCCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,362.14912381600004,8,4,1.4668999999999994,True
3236,CHEMBL4439750,26.0,nM,7.58,NC(=O)COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,376.1283883720001,9,4,0.9934999999999992,True
3237,CHEMBL4578482,8.2,nM,8.09,N#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,358.11782368800004,8,2,2.0317799999999995,True
3238,CHEMBL4561681,8.5,nM,8.07,CC(C)(C)c1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)ccc1O,375.16952491200004,7,3,3.1325000000000007,True
3239,CHEMBL4460201,2.5,nM,8.6,Cc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(C)c1O,347.138224784,7,3,2.4518400000000002,True
3240,CHEMBL4450312,94.5,nM,7.03,Nc1nc(-c2cc(O)c(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12,351.09675389600005,9,5,1.2461999999999995,True
3241,CHEMBL4531815,5.2,nM,8.28,Nc1nc(-c2ccc(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12,335.101839276,8,4,1.5405999999999995,True
3242,CHEMBL4455208,16.8,nM,7.78,COc1cc(O)ccc1-c1cn2c(=O)n(-c3ccccc3)nc2c(N)n1,349.11748934000013,8,3,1.8435999999999992,True
3243,CHEMBL4560207,141.6,nM,6.85,COc1c(C(C)(C)C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C(C)(C)C,445.2477752320001,7,2,4.733000000000003,True
3244,CHEMBL4457393,0.17,nM,9.77,COc1c(C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C,361.15387484800004,7,2,2.7548400000000006,True
3245,CHEMBL4482881,3.5,nM,8.46,COc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(OC)c1OC,393.143704088,9,2,2.1552,True
3246,CHEMBL4519655,7.4,nM,8.13,Nc1nc(-c2ccc3c(c2)OCO3)cn2c(=O)n(-c3ccccc3)nc12,347.101839276,8,2,1.8580999999999999,True
